CONTRATO,FECHA_PEDIDO,MOTIVO_PEDIDO,PAQUETE_x,DETALLE_PEDIDO1,DETALLE_PEDIDO2,FECHA_CUMPLIMIENTO,COD_TECNICO,ESTATUS_x,ZONA,MODEM(S)_x,ESTATUS_y,PAQUETE_y,FECHA_INSTALACION,MODEM(S)_y,DIAS_ANTIGUEDAD,DIAS_ATENCION,ont_id,rx_avg,serial_number,ont_model,software_version,description
39156,2025-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 50MB,LOS ROJO,JE MANDO A CC,2025-01-03,1500039,CORTADO,PEDREGAL,48575443A1AE4CA9,CO,INT50,,48575443A1AE4CA9,,1,39156,-28.10362935997299,48575443A1AE4CA9,None,None,39156
43840,2025-01-02,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJO,JE MANDO A CC,2025-01-03,1500036,BAJA,PUNHUATO,nan,BA,INT20,2024-12-01,nan,32.0,1,nan,,nan,nan,nan,nan
29826,2025-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,MOVIL,PIDE VISITA POR FALLAS CONSTANTES ,nan,2025-01-04,1500374,ACTIVO,VIRREY,nan,nan,nan,,nan,,1,nan,,nan,nan,nan,nan
39367,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,JE MANDO A CC,2025-01-13,1501366,ACTIVO,PERIODISMO,48575443CE956B6F,AC,INT30,,48575443CE956B6F,,10,39367,-20.82671978708374,48575443CE956B6F,HG8546M,V3R017C00S125,39367
14496,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJOS,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD28D098,AC,INT20,2015-07-03,XPONDD28D098,3472.0,3,14496,-22.588008595594975,58504F4EDD28D098,BT-213XR,V1.2.11,14496
39156,2025-01-03,CAMBIO DE ACOMETIDA,INTERNET FIBRA 50MB,TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2025-01-03,1500039,CORTADO,PEDREGAL,48575443A1AE4CA9,CO,INT50,,48575443A1AE4CA9,,0,39156,-28.10362935997299,48575443A1AE4CA9,None,None,39156
335642,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,FOCO DE LOS EN ROJO,nan,2025-01-03,1501462,CORTADO,VIRREY,XPONDD3F56E7,CO,BASINT30,,XPONDD3F56E7,,0,335642,-25.75451996672227,58504F4EDD3F56E7,None,None,335642
30233,2025-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 10MB (NO VIGENTE),nan,JE MANDO A CC,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD5FE294,AC,INT10,2017-01-03,XPONDD5FE294,2922.0,3,30233,-21.520313707165506,58504F4EDD5FE294,MN-WIFI2,V1R007C00S001,30233
43373,2025-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 50MB,NO PRENDE NINGUN FOQUITO COMENTA QUE EL MODEM ESTAÑADO PERO QUIERE QUE SE LO REVISEN,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1501465,ACTIVO,PERIODISMO,XPONDD45BD5A,AC,INT50,,XPONDD45BD5A,,3,43373,-32.18225547603565,58504F4EDD45BD5A,MN-WIFI2,V1.7.1,43373
23886,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET NAVEGA (NO VIGENTE),CABLE Y UP APAGADOS,JE NIVELES DE UPS Y RUIDO BAJOS REQUIERE VISITA || CLIENTE MOLESTO PORQUE PIDIO QUE SE LE MIGRARA A FIBRA Y CAJERA NO QUISO HACER LA SOLICITUD,2025-01-09,1501465,BAJA,PERIODISMO,nan,BA,BASIESE,,nan,,6,nan,,nan,nan,nan,nan
38443,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,nan,nan,2025-01-03,1500374,ACTIVO,VIRREY,485754433D21DBA9,AC,INT20,,485754433D21DBA9,,0,38443,-20.630547396528563,485754433D21DBA9,HG8546M,V3R017C10S125,38443
36989,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO ,nan,2025-01-04,1500374,ACTIVO,VIRREY,XPONDD52F86C,AC,INT30,2020-03-09,XPONDD52F86C,1761.0,1,36989,-18.001154819511694,58504F4EDD52F86C,MN-WIFI2,V1.7.1,36989
41791,2025-01-03,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 20MB,CAMBIO SIN COSTO  TIT ENTERADO ,nan,2025-01-03,5555555,ACTIVO,VISTA BELLA,XPONDD4C44C2,AC,BASINT20,,XPONDD4C44C2,,0,41791,-24.84099248201756,58504F4EDD4C44C2,MN-CATV2,V1.7.1,41791
38443,2025-01-03,CAMBIO DE ACOMETIDA,INTERNET FIBRA 20MB,CLIENTE ENTERADO DE CAMBIO DE ACOMETIDA SIN COSTO,nan,2025-01-03,1501462,ACTIVO,VIRREY,485754433D21DBA9,AC,INT20,,485754433D21DBA9,,0,38443,-20.630547396528563,485754433D21DBA9,HG8546M,V3R017C10S125,38443
21273,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJO,nan,2025-01-04,1500374,ACTIVO,VIRREY,48575443B8AAD89D,AC,INT20,,48575443B8AAD89D,,1,21273,-18.499988319706635,48575443B8AAD89D,HG8546M,V5R019C00S050,21273
31571,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,ER. SE MANDA CONFIRMAR POR CC,2025-01-05,1500374,ACTIVO,VIRREY,XPONDD43A0A3,AC,INT30,2017-03-07,XPONDD43A0A3,2859.0,2,31571,-29.288040839312693,58504F4EDD43A0A3,MN-WIFI2,V1.7.1,31571
343760,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 10MB (NO VIGENTE),SIGUE SIN,ER. FUERA DE LINEA,2025-01-06,1500374,BAJA,BELO,nan,BA,BASINT10,2014-02-04,nan,3986.0,3,nan,,nan,nan,nan,nan
10604,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,FOCO ROJO,ER. SE MANDA CONFIRMAR POR CC,2025-01-05,1501451,ACTIVO,VIRREY,48575443C071AB6F,AC,INT30,,48575443C071AB6F,,2,10604,-18.09023569164027,48575443C071AB6F,546M,V3R016C10S130,10604
343686,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,LOS ROJO AMBOS SERVCIOS,ER. SE MANDA CONFIRMAR POR CC,2025-01-05,1501451,ACTIVO,VIRREY,XPONDD3C3DD8,AC,BASINT30,2014-12-06,XPONDD3C3DD8,3681.0,2,343686,-20.251205851270967,58504F4EDD3C3DD8,MN-CATV2,V1.7.1,343686
42783,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 50MB,LOS ROJO,ER. SE MANDA CONFIRMAR POR CC,2025-01-05,1501451,ACTIVO,VIRREY,XPONDD3FCE37,AC,INT50,,XPONDD3FCE37,,2,42783,-20.20563042389858,58504F4EDD3FCE37,MN-WIFI2,V1.7.1,42783
37831,2025-01-03,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,ER. SE MANDA CONFIRMAR POR CC,2025-01-05,1501451,NO COBRABLE,VIRREY,nan,NC,INT30,,nan,,2,37831,-33.439730657989834,4857544313880B93,nan,nan,nan
22970,2025-01-03,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 10MB (NO VIGENTE),SIN SEÑAL,JE MANDO A CC,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD530334,AC,INT10,2018-05-01,XPONDD530334,2439.0,3,22970,-27.14857637259618,58504F4EDD530334,MN-WIFI2,V1.7.1,22970
26116,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1500036,BAJA,PRADOS VERDES,nan,BA,BASINT30,,nan,,2,nan,,nan,nan,nan,nan
40973,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 20MB,SIN SEÑAL EN AMBOS SERVICIOS,"ER, FUERA DE LINEA",2025-01-06,1500374,ACTIVO,VIRREY,XPONDD301F7E,AC,BASINT20,,XPONDD301F7E,,2,40973,-22.09532176428058,58504F4EDD301F7E,MN-CATV2,V1.7.1,40973
40607,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,FOCO ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD4C5E9A,AC,INT30,2022-04-04,XPONDD4C5E9A,1006.0,2,40607,-26.04693249434129,58504F4EDD4C5E9A,MN-WIFI2,V1.7.1,40607
41510,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJO,ER. SE MANDA CONFIRMAR POR CC,2025-01-06,1500374,ACTIVO,VIRREY,4857544348C2DEC5,AC,INT20,2022-01-09,4857544348C2DEC5,1091.0,2,41510,-17.550310640191242,4857544348C2DEC5,HG8546M,V3R017C10S125,41510
42965,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-07,1500046,BAJA,PEDREGAL,nan,BA,INT30,,nan,,3,42965,-28.483829021530912,58504F4EDD41ECB3,nan,nan,nan
348685,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1501465,ACTIVO,PERIODISMO,48575443572ACE71,AC,INT20,2016-12-10,48575443572ACE71,2947.0,2,348685,-26.227981979778086,48575443572ACE71,HG8546M,V5R019C00S050,348685
15906,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 20MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD3C34E8,AC,BASINT20,,XPONDD3C34E8,,2,15906,-28.448095309049485,58504F4EDD3C34E8,MN-CATV2,V1R007C00S001,15906
44516,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 50MB,LOS ROJO,JE MANDO A CC,2025-01-06,1501465,NO COBRABLE,PERIODISMO,nan,NC,INT50,2024-08-08,nan,149.0,2,44516,-40.0,58504F4EDD530064,nan,nan,nan
40578,2025-01-04,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 30MB,TECNICO DAVID E SOLICITA SIN COSTO CLIENTE ENTERADO,nan,2025-01-04,1500039,BAJA,PEDREGAL,nan,BA,BASINT30,2022-11-04,nan,792.0,0,nan,,nan,nan,nan,nan
38246,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,nan,nan,2025-01-07,1501465,ACTIVO,PERIODISMO,XPONDD408AA,AC,INT20,,XPONDD408AA,,3,38246,-23.159067938474223,58504F4EDD4C84AA,MN-CATV2,V1.7.1,nan
9436,2025-01-04,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 20MB,LOS ROJO SIN SEñAL EN AMBOS SERVICIOS,nan,2025-01-06,1501465,BAJA,PEDREGAL,nan,BA,BASINT20,,nan,,2,nan,,nan,nan,nan,nan
335899,2025-01-05,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 30MB,LED FIJO,JV OFFLINE REQ VISITA,2025-01-06,1501465,ACTIVO,PEDREGAL,XPONDD3D9AC1,AC,INT30,2021-12-10,XPONDD3D9AC1,1122.0,1,335899,-20.983831189347924,58504F4EDD3D9AC1,MN-CATV2,V1.7.1,335899
44915,2025-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,3PLAY 5GB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-07,1501465,NO COBRABLE,PERIODISMO,XPONDD4381B3,nan,nan,,nan,,2,44915,-40.0,58504F4EDD4381B3,None,None,44915
44828,2025-01-05,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,nan,2025-01-07,1500374,ACTIVO,MIL CUMBRES,48575443570DF071,AC,INT30,2024-06-12,48575443570DF071,207.0,2,44828,-30.251928909565503,nan,nan,nan,nan
32408,2025-01-05,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 10MB (NO VIGENTE),PIDE VISITA TECNICA ,nan,2025-01-06,1500036,ACTIVO,PRADOS VERDES,XPONDD5FF61C,AC,INT10,,XPONDD5FF61C,,1,32408,-28.22853506600584,58504F4EDD5FF61C,MN-WIFI2,V1R007C00S001,32408
29826,2025-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,MOVIL,LOS ROJO,nan,2025-01-08,1500374,ACTIVO,VIRREY,nan,nan,nan,,nan,,2,nan,,nan,nan,nan,nan
335899,2025-01-06,EQUIPO DA?ADO,INTERNET FIBRA 30MB,TEC SOLICITA CAMBIO DE MODEM SIN COSTO,nan,2025-01-06,1501465,ACTIVO,PEDREGAL,XPONDD3D9AC1,AC,INT30,2021-12-10,XPONDD3D9AC1,1123.0,0,335899,-20.983831189347924,58504F4EDD3D9AC1,MN-CATV2,V1.7.1,335899
335642,2025-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,INTERMITENCIAS PIDE VISITA TEC,nan,2025-01-08,1500374,CORTADO,VIRREY,XPONDD3F56E7,CO,BASINT30,,XPONDD3F56E7,,2,335642,-25.75451996672227,58504F4EDD3F56E7,None,None,335642
26116,2025-01-06,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 30MB,CLIENTE ENTERADO DE CAMBIO DE ACOMETIDA SIN COSTO,nan,2025-01-06,1500036,BAJA,PRADOS VERDES,nan,BA,BASINT30,,nan,,0,nan,,nan,nan,nan,nan
33964,2025-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 20MB,SIN SEÑAL DE BASICO TV,JE FUERA DE LINEA REQUIERE VISITA,2025-01-08,1501465,NO COBRABLE,PEDREGAL,nan,NC,BASINT20,2023-04-10,nan,637.0,2,33964,-37.54798196979942,58504F4EDD3033AE,nan,nan,nan
30293,2025-01-06,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 250MB ($399),LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-07,1500036,ACTIVO,PRADOS VERDES,XPONAF412541,AC,BASINTF250,,XPONAF412541,,1,30293,-23.404461672185416,58504F4EAF412541,HG104AT,V1.7.1,30293
30572,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 10MB (NO VIGENTE),UP Y CABLE APAGADO,JE NO LO DETECTA EL CMTS REQUIERE VISITA,2025-01-08,1500036,ACTIVO,PRADOS VERDES,XPON1DDFB9DA,AC,BASINT10,2017-03-03,XPON1DDFB9DA,2867.0,1,30572,-35.74892633312087,58504F4E1DDFB9DA,HG102AT,V1.7.1,30572
345342,2025-01-07,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 10MB (NO VIGENTE),REQUIERE VISITA,JE MANDO A CC,2025-01-09,1501465,ACTIVO,PERIODISMO,XPONDD4C7342,AC,BASINT10,,XPONDD4C7342,,2,345342,-29.51962264457543,58504F4EDD4C7342,MN-CATV2,V1.7.1,345342
10221,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,PON PARPADEA,JE TIENE EL NIVEL BAJO REQUIERE VISITA,2025-01-08,1500046,ACTIVO,PERIODISMO,4857544317DA22A1,AC,BASINT30,,4857544317DA22A1,,1,10221,-28.729546955624045,4857544317DA22A1,546M,V3R018C10S110,10221
41875,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,nan,2025-01-08,1500374,ACTIVO,VISTA BELLA,48575443745A214C,AC,INT30,2022-04-11,48575443745A214C,1002.0,1,41875,-23.512209236031516,48575443745A214C,HG8546M,V5R019C00S050,41875
6330,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-09,1501465,ACTIVO,PERIODISMO,BTPTDD271592,AC,BASINT30,,BTPTDD271592,,2,6330,-25.001761889233624,42545054DD271592,BT-213XR,V1.2.6,6330
37913,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 10MB (NO VIGENTE),UPST Y DOWNS PARPADEA NO NAVEGA,JE FUERA DE LINEA REQUIERE VISITA,2025-01-08,1501465,ACTIVO,PEDREGAL,XPONDD37C1D4,AC,INT10,,XPONDD37C1D4,,1,37913,-33.506769172362816,58504F4EDD37C1D4,MN-CATV2,V1.7.1,37913
44029,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,nan,JE FUERA DE LINEA REQUIERE VISITA,2025-01-08,1501465,ACTIVO,PEDREGAL,XPONDD4C58EA,AC,INT30,,XPONDD4C58EA,,1,44029,-25.115338404327165,58504F4EDD4C58EA,MN-WIFI2,V1.7.1,44029
38246,2025-01-07,EQUIPO DA?ADO,INTERNET FIBRA 20MB,CAMBIO DE MODEM SIN COSTO CLIENTE ENTERADO TEC  RIGO   SOLICITA,nan,2025-01-07,1501465,ACTIVO,PERIODISMO,XPONDD408AA,AC,INT20,,XPONDD408AA,,0,38246,-23.159067938474223,58504F4EDD4C84AA,MN-CATV2,V1.7.1,nan
333844,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,BASICO TV + INTERNET FIBRA 30MB,LOS ROJO AMBOS SERVICIOS,JE FUERA DE LINEA REQUIERE VISITA,2025-01-08,1501465,BAJA,PEDREGAL,nan,BA,BASINT30,,nan,,1,nan,,nan,nan,nan,nan
39693,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,FOCO DE LOS EN ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-08,1501465,ACTIVO,PERIODISMO,4857544382BDCE8B,AC,INT30,2021-11-11,4857544382BDCE8B,1153.0,1,39693,-20.506829068882663,4857544382BDCE8B,546M,V3R016C10S130,39693
335199,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,nan,nan,2025-01-08,1500374,ACTIVO,VIRREY,XPONDD354D1A,AC,INT30,2014-12-03,XPONDD354D1A,3688.0,1,335199,-19.451632465799083,58504F4EDD354D1A,MN-CATV2,V1.7.1,335199
44858,2025-01-07,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,3PLAY 5GB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-10,1500036,ACTIVO,PUNHUATO,XPONDD600F70,nan,nan,,nan,,3,44858,-30.691816915258052,58504F4EDD600F70,MN-CATVDUALM,V1R007C00S001,44858
30293,2025-01-07,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 250MB ($399),SIN SEñAL,nan,2025-01-08,1500036,ACTIVO,PRADOS VERDES,XPONAF412541,AC,BASINTF250,,XPONAF412541,,1,30293,-23.404461672185416,58504F4EAF412541,HG104AT,V1.7.1,30293
43090,2025-01-08,NO NAVEGA. LEDS FIJOS/RUIDO,BASICO TV + INTERNET FIBRA 30MB,PIDE VISITA POR FALLAS CONSTANTES,JE AGENDAR VISITA,2025-01-14,1500039,ACTIVO,PERIODISMO,XPONDD3FB287,AC,BASINT30,2023-07-07,XPONDD3FB287,551.0,6,43090,-24.8495984124113,58504F4EDD3FB287,MN-CATV2,V1.7.1,43090
44882,2025-01-08,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 20MB,LOS ROJO,JE MANDO A CC,2025-01-09,1500036,ACTIVO,PRADOS VERDES,48575443BA6C6C9B,AC,INT20,2024-12-12,48575443BA6C6C9B,27.0,1,44882,-21.074456705238237,48575443BA6C6C9B,HG8546M,V3R017C10S102,44882
35180,2025-01-08,CAMBIO DE ACOMETIDA,BASICO TELECABLE (NO VIGENTE),TEC SOLICITA OS TIT ENTERADO QUE NO TIENE COSTO,nan,2025-01-08,1500036,ACTIVO,MADERO,nan,nan,nan,,nan,,0,nan,,nan,nan,nan,nan
42905,2025-01-08,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,SIN SEÑAL EN AMBOS SERVICIOS,JV CONFIRMAR CON CC,2025-01-14,1501462,BAJA,BELO,nan,BA,INT30,2023-06-06,nan,582.0,6,nan,,nan,nan,nan,nan
44915,2025-01-08,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,3PLAY 5GB,SIN SEñAL EN AMBOS SERVICIOS,nan,2025-01-09,1501465,NO COBRABLE,PERIODISMO,XPONDD4381B3,nan,nan,,nan,,1,44915,-40.0,58504F4EDD4381B3,None,None,44915
43125,2025-01-08,NO NAVEGA. LEDS PARPADEANDO/NO AMARRA,INTERNET FIBRA 30MB,LOS ROJO,JE FUERA DE LINEA REQUIERE VISITA,2025-01-10,1501465,ACTIVO,PEDREGAL,XPONDD41E833,AC,INT30,,XPONDD41E833,,2,43125,-24.187362562714263,58504F4EDD41E833,MN-WIFI2,V1.7.1,43125
6330,2025-01-08,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 30MB,CLIENTE ENTERADA CAMBIO DE ACOMETIDA JORGE,nan,2025-01-08,1500046,ACTIVO,PERIODISMO,BTPTDD271592,AC,BASINT30,,BTPTDD271592,,0,6330,-25.001761889233624,42545054DD271592,BT-213XR,V1.2.6,6330
335642,2025-01-08,CAMBIO DE ACOMETIDA,BASICO TV + INTERNET FIBRA 30MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADA,nan,2025-01-08,1500374,CORTADO,VIRREY,XPONDD3F56E7,CO,BASINT30,,XPONDD3F56E7,,0,335642,-25.75451996672227,58504F4EDD3F56E7,None,None,335642
335199,2025-01-08,CAMBIO DE ACOMETIDA,INTERNET FIBRA 30MB,CAMBIO DE COMETIDA SIN COSTO TIT ENTERADO ,nan,2025-01-08,1500374,ACTIVO,VIRREY,XPONDD354D1A,AC,INT30,2014-12-03,XPONDD354D1A,3689.0,0,335199,-19.451632465799083,58504F4EDD354D1A,MN-CATV2,V1.7.1,335199
42348,2025-01-08,NO NAVEGA. LEDS FIJOS/RUIDO,INTERNET FIBRA 30MB,nan,JE NIVEL BAJO REQUIERE VISITA,2025-01-14,1500039,ACTIVO,PERIODISMO,4857544385769EA9,AC,INT30,,4857544385769EA9,,6,42348,-28.411166558015466,4857544385769EA9,HG8546M,V3R017C10S125,42348
